Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
722;21100856516;"Region";journal;"24095370";0,340;Q3;15;10;62;443;72;60;1,29;44,30;32,14;0;9;Belgium;Western Europe;"European Regional Science Association";"2014-2025";"Geography, Planning and Development (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
723;21100199128;"REVESCO Revista de Estudios Cooperativos";journal;"18858031, 11356618";0,340;Q3;17;18;81;1375;106;81;1,00;76,39;47,06;0;11;Spain;Western Europe;"Universidad Complutense Madrid";"2011-2024";"Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
724;80174;"Annals of Finance";journal;"16142454, 16142446";0,339;Q2;29;24;60;843;61;60;0,90;35,13;23,26;0;10;Germany;Western Europe;"Springer Verlag";"2005-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q3)";"Economics, Econometrics and Finance"
725;18500168400;"Asian Affairs";journal;"03068374, 14771500";0,338;Q3;20;22;120;1140;140;106;0,94;51,82;31,82;0;8;United Kingdom;Western Europe;"Routledge";"1995-2024";"Geography, Planning and Development (Q2); Law (Q2); Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
726;23241;"International Journal of Game Theory";journal;"14321270, 00207276";0,337;Q3;49;57;122;1322;64;122;0,44;23,19;18,10;0;0;Germany;Western Europe;"Springer Verlag";"1971, 1973-2025";"Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3); Mathematics (miscellaneous) (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
727;17600155208;"Journal of South Asian Development";journal;"09731741, 09731733";0,336;Q2;20;18;52;961;82;51;1,47;53,39;41,18;0;14;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2006-2007, 2009-2025";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Business and International Management (Q3); Development (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
728;19571;"Journal of Media Economics";journal;"08997764, 15327736";0,336;Q3;38;5;16;279;30;16;1,88;55,80;20,00;0;1;United States;Northern America;"Taylor and Francis Ltd.";"1988-2020, 2022-2025";"Communication (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
729;11900154315;"Letters in Spatial and Resource Sciences";journal;"18644031, 1864404X";0,336;Q3;23;31;103;1089;185;103;1,90;35,13;33,33;0;23;Germany;Western Europe;"Springer Verlag";"2008-2025";"Demography (Q2); Geography, Planning and Development (Q2); Urban Studies (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
730;21100211748;"Scienze Regionali";journal;"17203929, 2035603X";0,336;Q3;18;13;71;845;65;67;0,88;65,00;66,67;0;4;Italy;Western Europe;"Societa Editrice Il Mulino";"2012-2024";"Geography, Planning and Development (Q2); Urban Studies (Q2); Economics and Econometrics (Q3); Food Animals (Q3); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences; Veterinary"
731;21101057644;"Journal of Corporate Accounting and Finance";journal;"10970053, 10448136";0,335;Q2;24;106;167;5986;248;161;1,57;56,47;31,51;0;34;United States;Northern America;"Wiley-Blackwell";"1989-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Accounting (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
732;19700175280;"IIMB Management Review";journal;"09703896";0,335;Q3;38;33;103;1998;190;91;1,13;60,55;36,84;0;8;United Kingdom;Western Europe;"Elsevier Ltd";"2010-2025";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
733;19455;"Eastern Economic Journal";journal;"00945056, 19394632";0,332;Q3;28;26;83;1176;99;77;0,80;45,23;37,50;0;17;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1984-1985, 1987-1989, 2007-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
734;21100774786;"Journal of Financial Economic Policy";journal;"17576385, 17576393";0,332;Q3;22;56;106;3239;223;104;2,34;57,84;19,61;0;47;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2012, 2014-2025";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
735;7700153202;"Investigaciones Regionales";journal;"16957253";0,330;Q2;25;29;64;1554;90;63;1,55;53,59;38,57;18;19;Spain;Western Europe;"Facultad de Ciencias Economicas - Universidad de Alcala";"2007-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Development (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
736;17700155035;"Journal of Emerging Market Finance";journal;"09730710, 09726527";0,329;Q3;23;25;47;1183;93;46;1,97;47,32;35,85;0;15;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2002-2025";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
737;4000152131;"Global Economy Journal";journal;"15535304, 21945659";0,328;Q2;24;5;42;242;51;42;1,23;48,40;50,00;0;3;Singapore;Asiatic Region;"World Scientific";"2006-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
738;21101089505;"Journal of Beta Investment Strategies";journal;"27716511";0,328;Q3;8;33;93;524;55;78;0,66;15,88;19,40;0;1;United Kingdom;Western Europe;"Portfolio Management Research";"2022-2024";"Business and International Management (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
739;21100867420;"Pakistan Journal of Commerce and Social Sciences";journal;"19978553, 23098619";0,328;Q3;23;42;95;3057;220;95;1,70;72,79;26,96;0;25;Pakistan;Asiatic Region;"Johar Education Society Pakistan";"2018-2024";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
740;5600153391;"Historical Materialism";journal;"14654466, 1569206X";0,327;Q2;39;39;121;2545;94;120;0,69;65,26;24,39;0;6;Netherlands;Western Europe;"Brill Academic Publishers";"1997-1998, 2002-2024";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
741;21100890652;"British Actuarial Journal";journal;"13573217, 20440456";0,327;Q3;6;21;58;697;23;41;0,40;33,19;23,08;0;5;United Kingdom;Western Europe;"Cambridge University Press";"2018-2025";"Economics and Econometrics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
742;23584;"Journal of Real Estate Literature";journal;"09277544";0,326;Q2;24;9;20;511;25;20;0,88;56,78;21,74;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Urban Studies (Q2); Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
743;23452;"Voprosy Ekonomiki";journal;"00428736";0,326;Q3;22;88;271;3650;256;269;0,95;41,48;44,74;0;48;Russian Federation;Eastern Europe;"Voprosy Ekonomiki";"1978-1982, 1984-1985, 1996, 1998, 2003-2025";"History (Q1); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
744;4700152625;"Frontiers of Economics in China";journal;"16733444, 16733568";0,325;Q3;19;7;67;217;98;63;1,85;31,00;46,15;0;5;China;Asiatic Region;"Higher Education Press Limited Company";"2006-2024";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
745;27852;"Marine Resource Economics";journal;"23345985, 07381360";0,325;Q3;52;18;67;785;103;67;1,42;43,61;26,53;0;11;United States;Northern America;"University of Chicago Press";"1987, 1989, 1993-2024";"Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Oceanography (Q3)";"Earth and Planetary Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
746;21101071183;"Journal of Entrepreneurship and Innovation in Emerging Economies";journal;"23939575, 23949945";0,323;Q2;14;30;52;1281;89;42;1,29;42,70;60,47;0;17;Singapore;Asiatic Region;"Sage Publications India Pvt. Ltd";"2015-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
747;19500157310;"Investment Analysts Journal";journal;"20770227, 10293523";0,321;Q3;22;42;59;2180;112;58;2,29;51,90;26,73;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972-2025";"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
748;19700175212;"Revista Espanola de Financiacion y Contabilidad";journal;"02102412, 23320753";0,320;Q3;24;27;62;1886;115;60;2,21;69,85;41,77;1;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
749;144730;"Studies in Nonlinear Dynamics and Econometrics";journal;"15583708, 10811826";0,319;Q3;37;62;96;2840;87;96;0,87;45,81;21,09;3;17;Germany;Western Europe;"Walter de Gruyter GmbH";"2002-2025";"Social Sciences (miscellaneous) (Q2); Analysis (Q3); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
750;17700156766;"Journal of Revenue and Pricing Management";journal;"14766930, 1477657X";0,318;Q3;32;70;167;2473;272;148;1,39;35,33;26,12;0;10;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2004, 2009-2025";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
751;5600153382;"Journal of the Economic and Social History of the Orient";journal;"00224995";0,317;Q3;37;22;80;2812;42;79;0,71;127,82;21,74;0;4;Netherlands;Western Europe;"Brill Academic Publishers";"1957, 1959-1976, 1978-2024";"History (Q1); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
752;21101022489;"OEconomia";journal;"22698450, 21135207";0,316;Q2;7;22;80;1458;47;79;0,52;66,27;22,22;0;3;France;Western Europe;"Association Oeconomia";"2018-2024";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
753;11700154334;"Journal of Derivatives";journal;"10741240";0,316;Q3;51;29;99;830;63;89;0,66;28,62;25,81;0;1;United States;Northern America;"Portfolio Management Research";"1996-2024";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
754;21100870829;"ISRA International Journal of Islamic Finance";journal;"22894365, 01281976";0,313;Q3;24;25;80;1254;214;71;2,16;50,16;36,36;0;11;Malaysia;Asiatic Region;"";"2009-2024";"Development (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
755;21100797723;"World Competition";journal;"18758436, 10114548";0,313;Q3;8;30;63;543;35;53;0,62;18,10;34,62;0;3;Netherlands;Western Europe;"Kluwer Law International";"2016-2025";"Law (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
756;21101114186;"Comparative Southeast European Studies";journal;"27018199, 27018202";0,312;Q2;8;21;84;770;83;82;0,97;36,67;48,65;0;9;Germany;Western Europe;"Walter de Gruyter GmbH";"2021-2024";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Gender Studies (Q2); Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
757;21100828655;"Journal of Financial Therapy";journal;"19449771, 19457774";0,312;Q3;11;13;45;478;44;42;0,75;36,77;64,52;0;4;United States;Northern America;"New Prairie Press";"2017-2024";"Applied Psychology (Q3); Finance (Q3); Health (social science) (Q3); Social Psychology (Q3)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
758;19700180906;"International Journal of Economic Theory";journal;"17427355, 17427363";0,311;Q3;14;23;104;852;75;101;0,77;37,04;23,81;0;9;United States;Northern America;"Wiley-Blackwell";"2009-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
759;21100935076;"International and Multidisciplinary Journal of Social Sciences";journal;"20143680";0,310;Q3;10;14;35;618;61;35;1,74;44,14;62,07;0;6;Spain;Western Europe;"Hipatia Editorial";"2014, 2019-2024";"History (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
760;4900152713;"Revista de Economia e Sociologia Rural";journal;"01032003";0,310;Q3;24;56;213;2734;165;213;0,79;48,82;40,56;1;38;Brazil;Latin America;"Sociedade Brasileira de Economia e Sociologia Rural";"2006-2025";"Forestry (Q2); Social Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q3); Economics and Econometrics (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
761;18165;"International Social Security Review";journal;"0020871X, 1468246X";0,309;Q2;35;20;67;821;77;59;1,25;41,05;48,72;3;15;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1967-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
762;19700166619;"Journal of Neuroscience, Psychology, and Economics";journal;"1937321X, 2151318X";0,308;Q2;31;10;47;685;63;47;1,31;68,50;51,61;0;4;United States;Northern America;"American Psychological Association";"2008-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Applied Psychology (Q3); Business, Management and Accounting (miscellaneous) (Q3); Neuropsychology and Physiological Psychology (Q3); Behavioral Neuroscience (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Neuroscience; Psychology"
763;28407;"Asian Economic Journal";journal;"13513958, 14678381";0,305;Q3;36;18;58;568;60;58;1,10;31,56;39,47;0;14;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2025";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
